date,outlet,transaction_count,total_revenue,avg_transaction_value,total_items,avg_basket_size,zero_value_transactions,day_name,day_of_week,is_weekend,month,tx_lag_1,rev_lag_1_x,tx_roll_mean_7,tx_roll_std_7,tx_diff_from_roll7,tx_zscore_roll7,tx_pct_change_1d,paid_revenue,rev_lag_1_y,rev_roll_mean_7,rev_roll_std_7,rev_diff_from_roll7,rev_zscore_roll7,rev_pct_change_1d,tx_spike_flag,tx_drop_flag,rev_spike_flag,rev_drop_flag,baseline_anomaly_flag,max_abs_zscore,anomaly_type
2025-07-23,SHOP001,121,2993000,24735.537190082643,137,1.1322314049586777,3,Wednesday,2,0,7,97.0,2523000.0,110.14285714285714,11.141941354308964,10.85714285714286,0.9744389722985812,0.2474226778616219,2993000,2523000.0,2693428.571428572,298112.3150441004,299571.42857142864,1.0048945093935735,0.1862861672611231,0,0,0,0,0,1.0048945093935735,Other
2025-07-24,SHOP001,98,2552000,26040.81632653061,120,1.2244897959183674,2,Thursday,3,0,7,121.0,2993000.0,111.28571428571428,11.87033116238823,-13.285714285714292,-1.1192369433275655,-0.1900826430571682,2552000,2993000.0,2737428.571428572,318681.06163940724,-185428.57142857136,-0.5818625382822558,-0.1473438022050961,0,0,0,0,0,1.1192369433275655,Other
2025-07-25,SHOP001,107,2854000,26672.89719626168,132,1.233644859813084,2,Friday,4,0,7,98.0,2552000.0,110.0,12.858201014657396,-3.0,-0.2333141131691835,0.091836733756768,2854000,2552000.0,2719142.8571428573,326111.1408561149,134857.14285714272,0.4135312350957987,0.118338557993684,0,0,0,0,0,0.4135312350957987,Other
2025-07-26,SHOP001,103,2470000,23980.58252427185,117,1.135922330097087,2,Saturday,5,1,7,107.0,2854000.0,108.14285714285714,12.088955998880143,-5.142857142857139,-0.4254177712215822,-0.0373831772207179,2470000,2854000.0,2734285.714285714,330110.94816021895,-264285.7142857141,-0.8005966350338758,-0.1345480028030362,0,0,0,0,0,0.8005966350338758,Other
2025-07-27,SHOP001,121,3030000,25041.322314049587,143,1.181818181818182,6,Sunday,6,1,7,103.0,2470000.0,105.85714285714286,11.171818285736965,15.14285714285714,1.3554513150951153,0.1747572798567254,3030000,2470000.0,2649142.8571428573,306296.93032057985,380857.1428571427,1.2434246156410462,0.2267206477731876,0,0,0,0,0,1.3554513150951153,Other
2025-07-28,SHOP001,94,2344000,24936.17021276596,113,1.202127659574468,4,Monday,0,0,7,121.0,3030000.0,109.71428571428572,11.056133828698815,-15.714285714285708,-1.4213182054813187,-0.2231404940236322,2344000,3030000.0,2772428.571428572,248026.11229657452,-428428.57142857136,-1.7273526866177509,-0.2264026402639517,0,0,0,0,0,1.7273526866177509,Other
2025-07-29,SHOP001,106,2641000,24915.094339622643,122,1.150943396226415,4,Tuesday,1,0,7,94.0,2344000.0,105.85714285714286,11.171818285736965,0.1428571428571388,0.0127872765575007,0.1276595731100045,2641000,2344000.0,2680857.1428571427,273486.3973286608,-39857.14285714272,-0.1457372039205989,0.1267064846415841,0,0,0,0,0,0.1457372039205989,Other
2025-07-30,SHOP001,96,2646000,27562.5,123,1.28125,3,Wednesday,2,0,7,106.0,2641000.0,107.14285714285714,10.479003951212484,-11.14285714285714,-1.063350689758749,-0.094339621751513,2646000,2641000.0,2697714.285714286,265659.377327256,-51714.28571428592,-0.1946638821274745,0.0018932222642931,0,0,0,0,0,1.063350689758749,Other
2025-07-31,SHOP001,107,2736000,25570.093457943924,125,1.1682242990654206,2,Thursday,3,0,7,96.0,2646000.0,103.57142857142856,9.144345117013602,3.4285714285714306,0.3749389387385905,0.1145833321397569,2736000,2646000.0,2648142.8571428573,231563.11491789183,87857.14285714272,0.3794090560921841,0.034013605442164,0,0,0,0,0,0.3794090560921841,Other
2025-08-01,SHOP001,95,2432000,25600.0,112,1.1789473684210523,1,Friday,4,0,8,107.0,2736000.0,104.85714285714286,8.858678822273296,-9.85714285714286,-1.1127101390840586,-0.1121495316621539,2432000,2736000.0,2674428.571428572,229262.4821340952,-242428.57142857136,-1.0574280151329682,-0.1111111111110705,0,0,0,0,0,1.1127101390840586,Other
2025-08-02,SHOP001,98,2447000,24969.38775510204,115,1.173469387755102,1,Saturday,5,1,8,95.0,2432000.0,103.14285714285714,9.511897312113568,-5.142857142857139,-0.5406762114253914,0.031578947036011,2447000,2432000.0,2614142.8571428573,229656.57590659888,-167142.85714285728,-0.7277947800201737,0.0061677631578922,0,0,0,0,0,0.7277947800201737,Other
2025-08-03,SHOP001,81,2086000,25753.086419753086,101,1.2469135802469136,3,Sunday,6,1,8,98.0,2447000.0,102.42857142857144,9.71008312455239,-21.42857142857143,-2.206836846489137,-0.1734693859850062,2086000,2447000.0,2610857.1428571427,232212.85391599248,-524857.1428571427,-2.2602415585691897,-0.1475275847976512,0,0,0,0,0,2.2602415585691897,Other
2025-08-04,SHOP001,98,2501000,25520.408163265307,114,1.163265306122449,2,Monday,0,0,8,81.0,2086000.0,96.71428571428572,8.67398958023917,1.2857142857142918,0.1482263871306672,0.2098765406188081,2501000,2086000.0,2476000.0,222120.8379838933,25000.0,0.1125513491971441,0.198945349951966,0,0,0,0,0,0.1482263871306672,Other
2025-08-05,SHOP001,90,2180000,24222.222222222223,105,1.1666666666666667,3,Tuesday,1,0,8,98.0,2501000.0,97.28571428571428,8.596787882969103,-7.285714285714292,-0.8474925213236131,-0.0816326522282382,2180000,2501000.0,2498428.571428572,214361.7325479357,-318428.57142857136,-1.4854730256291366,-0.1283486605357343,0,0,0,0,0,1.4854730256291366,Other
2025-08-06,SHOP001,75,1805000,24066.666666666668,83,1.106666666666667,1,Wednesday,2,0,8,90.0,2180000.0,95.0,8.000000000000142,-20.0,-2.499999687499995,-0.1666666648148148,1805000,2180000.0,2432571.4285714286,233243.6902632508,-627571.4285714286,-2.6906255335800457,-0.1720183486237743,0,0,0,1,1,2.6906255335800457,Revenue drop
2025-08-07,SHOP001,90,2178000,24200.0,107,1.1888888888888889,2,Thursday,3,0,8,75.0,1805000.0,92.0,10.954451150103411,-2.0,-0.1825741691683887,0.1999999973333333,2178000,1805000.0,2312428.571428572,309211.2854467298,-134428.57142857136,-0.4347466530334503,0.2066481994458689,0,0,0,0,0,0.4347466530334503,Other
2025-08-08,SHOP001,96,2255000,23489.58333333333,107,1.1145833333333333,3,Friday,4,0,8,90.0,2178000.0,89.57142857142857,8.734169352933112,6.428571428571431,0.7360254229999746,0.0666666659259259,2255000,2178000.0,2232714.285714286,247604.3310645121,22285.71428571409,0.0900053492191041,0.0353535353535191,0,0,0,0,0,0.7360254229999746,Other
2025-08-09,SHOP001,99,2316000,23393.939393939392,110,1.1111111111111112,2,Saturday,5,1,8,96.0,2255000.0,89.71428571428571,8.845230083954684,9.285714285714292,1.0497989478826222,0.0312499996744791,2316000,2255000.0,2207428.571428572,232434.11764975195,108571.42857142864,0.4671062478640273,0.0270509977826931,0,0,0,0,0,1.0497989478826222,Other
2025-08-10,SHOP001,91,2364000,25978.021978021978,114,1.2527472527472527,8,Sunday,6,1,8,99.0,2316000.0,89.85714285714286,9.007933011676926,1.1428571428571388,0.1268722818546029,-0.0808080799918375,2364000,2316000.0,2188714.285714286,214513.18085820368,175285.7142857141,0.8171326050158351,0.0207253886010273,0,0,0,0,0,0.8171326050158351,Other
2025-08-11,SHOP001,96,2260000,23541.666666666668,107,1.1145833333333333,6,Monday,0,0,8,91.0,2364000.0,91.28571428571428,8.118174789000532,4.714285714285708,0.5807075181438153,0.0549450543412631,2260000,2364000.0,2228428.571428572,218032.76293778743,31571.42857142864,0.1448013048401001,-0.043993231810472,0,0,0,0,0,0.5807075181438153,Other
2025-08-12,SHOP001,84,2067000,24607.14285714286,97,1.1547619047619049,3,Tuesday,1,0,8,96.0,2260000.0,91.0,7.874007874011933,-7.0,-0.8890007760981082,-0.1249999986979166,2067000,2260000.0,2194000.0,184225.40541412757,-127000.0,-0.6893728892267726,-0.0853982300884578,0,0,0,0,0,0.8890007760981082,Other
2025-08-13,SHOP001,100,2454000,24540.0,118,1.18,3,Wednesday,2,0,8,84.0,2067000.0,90.14285714285714,8.315218406203106,9.85714285714286,1.1854338864215044,0.1904761882086168,2454000,2067000.0,2177857.1428571427,190500.59367486453,276142.8571428573,1.449564286464705,0.1872278664730589,0,0,0,0,0,1.449564286464705,Other
2025-08-14,SHOP001,99,2299000,23222.222222222223,109,1.101010101010101,2,Thursday,3,0,8,100.0,2454000.0,93.71428571428572,5.677860093212717,5.285714285714292,0.9309340610732456,-0.0099999999,2299000,2454000.0,2270571.4285714286,125700.51331485764,28428.57142857136,0.2261611403060593,-0.0631621841890533,0,0,0,0,0,0.9309340610732456,Other
2025-08-15,SHOP001,101,2578000,25524.75247524753,123,1.2178217821782178,3,Friday,4,0,8,99.0,2299000.0,95.0,5.7154760664943,6.0,1.0497811346621706,0.0202020199979593,2578000,2299000.0,2287857.1428571427,118989.39528578102,290142.8571428573,2.438392568039972,0.121357111787681,0,0,0,0,0,2.438392568039972,Other
2025-08-16,SHOP001,110,2542000,23109.090909090908,123,1.1181818181818182,6,Saturday,5,1,8,101.0,2578000.0,95.71428571428572,6.156684327197919,14.285714285714292,2.320358037888566,0.0891089100088226,2542000,2578000.0,2334000.0,159765.4530867036,208000.0,1.3019084913546228,-0.0139643134212513,0,0,0,0,0,2.320358037888566,Other
2025-08-17,SHOP001,106,2513000,23707.54716981132,126,1.1886792452830188,6,Sunday,6,1,8,110.0,2542000.0,97.28571428571428,8.199883855159047,8.714285714285708,1.0627326929844656,-0.0363636360330578,2513000,2542000.0,2366285.714285714,177385.37546418855,146714.2857142859,0.8270934699635272,-0.011408339889846,0,0,0,0,0,1.0627326929844656,Other
2025-08-18,SHOP001,86,1968000,22883.72093023256,90,1.0465116279069768,2,Monday,0,0,8,106.0,2513000.0,99.42857142857144,8.24332341670421,-13.42857142857143,-1.6290237712056892,-0.188679243503026,1968000,2513000.0,2387571.4285714286,185805.32567076423,-419571.42857142864,-2.258123802719334,-0.2168722642259384,0,0,0,0,0,2.258123802719334,Other
2025-08-19,SHOP001,83,2052000,24722.89156626506,96,1.1566265060240963,2,Tuesday,1,0,8,86.0,1968000.0,98.0,9.678154093972134,-15.0,-1.5498821680737978,-0.0348837205246079,2052000,1968000.0,2345857.1428571427,243148.3967809424,-293857.1428571427,-1.2085506083787851,0.0426829268292466,0,0,0,0,0,1.5498821680737978,Other
2025-08-20,SHOP001,77,1882000,24441.55844155844,90,1.1688311688311688,5,Wednesday,2,0,8,83.0,2052000.0,97.85714285714286,9.923517041663876,-20.85714285714286,-2.1017891809713225,-0.0722891557555523,1882000,2052000.0,2343714.285714286,246064.1612030716,-461714.2857142859,-1.876397942126023,-0.0828460038985951,0,0,0,0,0,2.1017891809713225,Other
2025-08-21,SHOP001,95,2277000,23968.42105263158,107,1.1263157894736842,3,Thursday,3,0,8,77.0,1882000.0,94.57142857142856,12.554642472768798,0.4285714285714306,0.0341364873881929,0.2337662307303087,2277000,1882000.0,2262000.0,293701.0952198394,15000.0,0.0510723325315529,0.2098831030817163,0,0,0,0,0,0.0510723325315529,Other
2025-08-22,SHOP001,94,2196000,23361.702127659573,107,1.1382978723404256,5,Friday,4,0,8,95.0,2277000.0,94.0,12.40967364599096,0.0,0.0,-0.0105263156786703,2196000,2277000.0,2258857.1428571427,293356.68197118456,-62857.14285714272,-0.2142686590077491,-0.0355731225296286,0,0,0,0,0,0.2142686590077491,Other
2025-08-23,SHOP001,84,2107000,25083.33333333333,94,1.119047619047619,1,Saturday,5,1,8,94.0,2196000.0,93.0,12.02774570177925,-9.0,-0.7482698316775029,-0.1063829775916704,2107000,2196000.0,2204285.714285714,257423.59014259875,-97285.71428571409,-0.3779207423509443,-0.0405282331511655,0,0,0,0,0,0.7482698316775029,Other
2025-08-24,SHOP001,87,2174000,24988.50574712644,97,1.1149425287356325,1,Sunday,6,1,8,84.0,2107000.0,89.28571428571429,9.690446940402913,-2.285714285714292,-0.2358729234986485,0.0357142852891156,2174000,2107000.0,2142142.8571428573,210548.03772649163,31857.142857142724,0.1513058169574338,0.03179876601802,0,0,0,0,0,0.2358729234986485,Other
2025-08-25,SHOP001,105,2567000,24447.61904761905,120,1.1428571428571428,4,Monday,0,0,8,87.0,2174000.0,86.57142857142857,6.294366339755706,18.42857142857143,2.9277877241411003,0.2068965493460166,2567000,2174000.0,2093714.2857142857,137262.17527747687,473285.7142857143,3.448041773529484,0.1807727690891533,1,0,1,0,1,3.448041773529484,Transaction and revenue spike
2025-08-26,SHOP001,92,2414000,26239.130434782608,107,1.1630434782608696,2,Tuesday,1,0,8,105.0,2567000.0,89.28571428571429,9.35796070580716,2.714285714285708,0.2900509533610654,-0.1238095226303855,2414000,2567000.0,2179285.714285714,212125.5243841204,234714.2857142859,1.1064877100228396,-0.0596026490065993,0,0,0,0,0,1.1064877100228396,Other
2025-08-27,SHOP001,87,2222000,25540.22988505747,104,1.1954022988505748,4,Wednesday,2,0,8,92.0,2414000.0,90.57142857142856,8.960229588895402,-3.5714285714285694,-0.3985866810006781,-0.0543478254962192,2222000,2414000.0,2231000.0,219906.04054156083,-9000.0,-0.04092657017422,-0.0795360397679869,0,0,0,0,0,0.3985866810006781,Other
2025-08-28,SHOP001,88,2136000,24272.727272727272,102,1.1590909090909092,3,Thursday,3,0,8,87.0,2222000.0,92.0,7.023769168568671,-4.0,-0.5694947163704154,0.0114942527414453,2136000,2222000.0,2279571.4285714286,159121.39720232136,-143571.42857142864,-0.902276067799836,-0.0387038703870212,0,0,0,0,0,0.902276067799836,Other
2025-08-29,SHOP001,102,2567000,25166.666666666668,117,1.1470588235294117,5,Friday,4,0,8,88.0,2136000.0,91.0,7.023769168568663,11.0,1.566110470018644,0.1590909072830579,2567000,2136000.0,2259428.571428572,168168.4246451126,307571.42857142864,1.8289487412317176,0.201779026217134,0,0,0,0,0,1.8289487412317176,Other
2025-08-30,SHOP001,89,1822000,20471.91011235955,95,1.0674157303370786,6,Saturday,5,1,8,102.0,2567000.0,92.14285714285714,8.153293228885675,-3.142857142857139,-0.3854708360361329,-0.1274509791426374,1822000,2567000.0,2312428.571428572,200248.89275004476,-490428.57142857136,-2.4490950471236137,-0.2902220490844214,0,0,0,0,0,2.4490950471236137,Other
2025-08-31,SHOP001,120,2881000,24008.33333333333,133,1.1083333333333334,2,Sunday,6,1,8,89.0,1822000.0,92.85714285714286,7.515064236331787,27.14285714285714,3.61179261779848,0.3483146028279258,2881000,1822000.0,2271714.285714286,266868.7032267077,609285.7142857141,2.2830916736078883,0.5812294182214154,1,0,0,0,1,3.61179261779848,Transaction spike
2025-09-01,SHOP001,79,1946000,24632.91139240506,93,1.1772151898734178,3,Monday,0,0,9,120.0,2881000.0,97.57142857142856,12.14985792587925,-18.57142857142857,-1.528530387449302,-0.3416666638194445,1946000,2881000.0,2372714.285714286,345829.3000338529,-426714.2857142859,-1.2338870236595954,-0.3245400902463295,0,0,0,0,0,1.528530387449302,Other
2025-09-02,SHOP001,115,2735000,23782.60869565217,130,1.1304347826086956,3,Tuesday,1,0,9,79.0,1946000.0,93.85714285714286,13.409307357560513,21.14285714285714,1.576729878908054,0.4556961967633393,2735000,1946000.0,2284000.0,366704.6949976687,451000.0,1.2298724454608834,0.4054470709144884,0,0,0,0,0,1.576729878908054,Other
2025-09-03,SHOP001,99,2433000,24575.757575757576,111,1.121212121212121,3,Wednesday,2,0,9,115.0,2735000.0,97.14285714285714,15.528775133372893,1.8571428571428608,0.1195936396527525,-0.1391304335727788,2433000,2735000.0,2329857.1428571427,403859.4757963172,103142.85714285728,0.2553929357215851,-0.1104204753198865,0,0,0,0,0,0.2553929357215851,Other
2025-09-04,SHOP001,83,2092000,25204.819277108432,97,1.1686746987951808,3,Thursday,3,0,9,99.0,2433000.0,98.85714285714286,14.87087277676938,-15.85714285714286,-1.066322201047405,-0.1616161599836751,2092000,2433000.0,2360000.0,402338.9947129989,-268000.0,-0.6661049600486941,-0.1401561857788162,0,0,0,0,0,1.066322201047405,Other
2025-09-05,SHOP001,84,2013000,23964.28571428572,95,1.130952380952381,4,Friday,4,0,9,83.0,2092000.0,98.14285714285714,15.582346543750308,-14.14285714285714,-0.9076204405753668,0.0120481926259253,2013000,2092000.0,2353714.285714286,406741.4060906159,-340714.2857142859,-0.8376680628318972,-0.0377629063097333,0,0,0,0,0,0.9076204405753668,Other
2025-09-06,SHOP001,93,2292000,24645.16129032258,103,1.10752688172043,0,Saturday,5,1,9,84.0,2013000.0,95.57142857142856,16.308046509388667,-2.5714285714285694,-0.1576785062680359,0.1071428558673469,2292000,2013000.0,2274571.4285714286,412185.5800254932,17428.571428571362,0.0422833118699861,0.1385991058121517,0,0,0,0,0,0.1576785062680359,Other
2025-09-07,SHOP001,82,2045000,24939.024390243903,95,1.1585365853658536,1,Sunday,6,1,9,93.0,2292000.0,96.14285714285714,16.108264663712024,-14.14285714285714,-0.8779875771925919,-0.1182795686206498,2045000,2292000.0,2341714.285714286,361318.74860742834,-296714.2857142859,-0.8211981439021417,-0.1077661431064102,0,0,0,0,0,0.8779875771925919,Other
2025-09-08,SHOP001,66,1643000,24893.939393939392,77,1.1666666666666667,3,Monday,0,0,9,82.0,2045000.0,90.71428571428572,12.789504625724586,-24.714285714285708,-1.932387884061432,-0.1951219488399762,1643000,2045000.0,2222285.714285714,283041.642569731,-579285.7142857141,-2.0466448294475,-0.1965770171148183,0,0,0,0,0,2.0466448294475,Other
2025-09-09,SHOP001,91,2330000,25604.39560439561,107,1.175824175824176,5,Tuesday,1,0,9,66.0,1643000.0,88.85714285714286,15.442674330445232,2.142857142857139,0.1387620407088722,0.3787878730486686,2330000,1643000.0,2179000.0,348041.66417255264,151000.0,0.4338561027127577,0.418137553255984,0,0,0,0,0,0.4338561027127577,Other
2025-09-10,SHOP001,90,2381000,26455.555555555555,106,1.1777777777777778,2,Wednesday,2,0,9,91.0,2330000.0,85.42857142857143,10.56499160525216,4.571428571428569,0.4326958609659587,-0.0109890108682526,2381000,2330000.0,2121142.8571428573,263638.2803333817,259857.14285714272,0.9856578586674012,0.0218884120171579,0,0,0,0,0,0.9856578586674012,Other
2025-09-11,SHOP001,102,2455000,24068.62745098039,115,1.1274509803921569,3,Thursday,3,0,9,90.0,2381000.0,84.14285714285714,9.081640296564888,17.85714285714286,1.9662902634017585,0.1333333318518518,2455000,2381000.0,2113714.285714286,253940.75049488348,341285.7142857141,1.343958043832144,0.0310793784124187,0,0,0,0,0,1.9662902634017585,Other
2025-09-12,SHOP001,81,2012000,24839.506172839505,95,1.1728395061728396,3,Friday,4,0,9,102.0,2455000.0,86.85714285714286,11.260973484096525,-5.857142857142861,-0.5201275311843302,-0.205882350922722,2012000,2455000.0,2165571.4285714286,284046.8606543979,-153571.42857142864,-0.5406552574356368,-0.1804480651730426,0,0,0,0,0,0.5406552574356368,Other
2025-09-13,SHOP001,94,2323000,24712.76595744681,108,1.148936170212766,3,Saturday,5,1,9,81.0,2012000.0,86.42857142857143,11.443442705426635,7.571428571428569,0.661638993150121,0.1604938251790885,2323000,2012000.0,2165428.571428572,284136.6203917034,157571.42857142864,0.5545621974163351,0.1545725646122492,0,0,0,0,0,0.661638993150121,Other
2025-09-14,SHOP001,95,2445000,25736.84210526316,109,1.1473684210526316,2,Sunday,6,1,9,94.0,2323000.0,86.57142857142857,11.544943234408535,8.42857142857143,0.7300660148232616,0.010638297759167,2445000,2323000.0,2169857.1428571427,286668.4662180503,275142.8571428573,0.9597946393329988,0.052518295307769,0,0,0,0,0,0.9597946393329988,Other
2025-09-15,SHOP001,79,1733000,21936.70886075949,87,1.1012658227848102,4,Monday,0,0,9,95.0,2445000.0,88.42857142857143,11.731114508820088,-9.42857142857143,-0.8037233476631034,-0.1684210508587257,1733000,2445000.0,2227000.0,297301.7546758398,-494000.0,-1.6616114510893711,-0.2912065439671611,0,0,0,0,0,1.6616114510893711,Other
2025-09-16,SHOP001,89,2215000,24887.6404494382,102,1.146067415730337,1,Tuesday,1,0,9,79.0,1733000.0,90.28571428571428,8.03563492024311,-1.2857142857142918,-0.1600015603588215,0.1265822768787053,2215000,1733000.0,2239857.1428571427,268375.6251794789,-24857.142857142724,-0.092620717102854,0.2781304096940115,0,0,0,0,0,0.1600015603588215,Other
2025-09-17,SHOP001,88,2116000,24045.454545454544,99,1.125,2,Wednesday,2,0,9,89.0,2215000.0,90.0,8.041558721209995,-2.0,-0.2487079707590687,-0.011235954929933,2116000,2215000.0,2223428.571428572,265441.6804390103,-107428.57142857136,-0.4047162873987688,-0.0446952595936592,0,0,0,0,0,0.4047162873987688,Other
2025-09-18,SHOP001,88,2172000,24681.81818181818,103,1.1704545454545454,5,Thursday,3,0,9,88.0,2116000.0,89.71428571428571,8.077010290825253,-1.7142857142857082,-0.2122425799048938,0.0,2172000,2116000.0,2185571.4285714286,258016.70303997575,-13571.428571428638,-0.0525990310374338,0.026465028355375,0,0,0,0,0,0.2122425799048938,Other
2025-09-19,SHOP001,75,1814000,24186.666666666668,86,1.1466666666666667,3,Friday,4,0,9,88.0,2172000.0,87.71428571428571,5.99205823609578,-12.714285714285708,-2.1218558117208968,-0.1477272710485537,1814000,2172000.0,2145142.8571428573,229342.1233088452,-331142.8571428573,-1.4438815354276526,-0.1648250460404398,0,0,0,0,0,2.1218558117208968,Other
2025-09-20,SHOP001,81,1760000,21728.395061728395,93,1.148148148148148,6,Saturday,5,1,9,75.0,1814000.0,86.85714285714286,7.380798769522961,-5.857142857142861,-0.7935647951497569,0.0799999989333333,1760000,1814000.0,2116857.1428571427,258816.16936313995,-356857.1428571427,-1.378805442232879,-0.0297684674751765,0,0,0,0,0,1.378805442232879,Other
2025-09-21,SHOP001,88,2016000,22909.090909090908,100,1.1363636363636365,3,Sunday,6,1,9,81.0,1760000.0,85.0,6.904105059069382,3.0,0.4345240316896835,0.0864197520195092,2016000,1760000.0,2036428.5714285716,271258.0918257601,-20428.57142857136,-0.0753104590945,0.1454545454544628,0,0,0,0,0,0.4345240316896835,Other
2025-09-22,SHOP001,86,2072000,24093.02325581396,101,1.1744186046511629,2,Monday,0,0,9,88.0,2016000.0,84.0,5.597618541248936,2.0,0.3572947366754693,-0.0227272724690082,2072000,2016000.0,1975142.857142857,203584.895126848,96857.14285714296,0.4757580015762872,0.027777777777764,0,0,0,0,0,0.4757580015762872,Other
2025-09-23,SHOP001,82,2113000,25768.29268292683,98,1.195121951219512,0,Tuesday,1,0,9,86.0,2072000.0,85.0,5.163977794943297,-3.0,-0.5809473894311259,-0.0465116273661438,2113000,2072000.0,2023571.4285714289,174648.0815266875,89428.57142857136,0.5120501218583038,0.0197876447876352,0,0,0,0,0,0.5809473894311259,Other
2025-09-24,SHOP001,108,2649000,24527.777777777777,125,1.1574074074074074,2,Wednesday,2,0,9,82.0,2113000.0,84.0,4.932882862316301,24.0,4.865308138175076,0.3170731668649614,2649000,2113000.0,2009000.0,159623.5153937752,640000.0,4.009434314343816,0.2536677709416689,1,0,1,0,1,4.865308138175076,Transaction and revenue spike
2025-09-25,SHOP001,102,2458000,24098.03921568628,119,1.1666666666666667,4,Thursday,3,0,9,108.0,2649000.0,86.85714285714286,10.399175791516283,15.14285714285714,1.4561592178345095,-0.0555555550411522,2458000,2649000.0,2085142.857142857,291674.72097722645,372857.14285714296,1.2783320460773726,-0.0721026802566734,0,0,0,0,0,1.4561592178345095,Other
2025-09-26,SHOP001,89,2191000,24617.977528089887,104,1.1685393258426966,4,Friday,4,0,9,102.0,2458000.0,88.85714285714286,11.89437642233472,0.1428571428571388,0.0120104766970727,-0.1274509791426374,2191000,2458000.0,2126000.0,324098.236136309,65000.0,0.2005564756374107,-0.1086248982912495,0,0,0,0,0,0.2005564756374107,Other
2025-09-27,SHOP001,116,2756000,23758.62068965517,129,1.112068965517241,4,Saturday,5,1,9,89.0,2191000.0,90.85714285714286,10.237652260627232,25.14285714285714,2.4559199752890155,0.3033707831081934,2756000,2191000.0,2179857.1428571427,293489.0279445034,576142.8571428573,1.9630814179869047,0.2578731172979197,0,0,0,0,0,2.4559199752890155,Other
2025-09-28,SHOP001,88,2070000,23522.727272727272,96,1.0909090909090908,3,Sunday,6,1,9,116.0,2756000.0,95.85714285714286,12.837816162008512,-7.857142857142861,-0.612031060887425,-0.2413793082639715,2070000,2756000.0,2322142.8571428573,297421.93853818066,-252142.85714285728,-0.8477614609779077,-0.2489114658925076,0,0,0,0,0,0.8477614609779077,Other
2025-09-29,SHOP001,99,2279000,23020.20202020202,106,1.0707070707070707,5,Monday,0,0,9,88.0,2070000.0,95.85714285714286,12.837816162008512,3.142857142857139,0.2448124243549695,0.1249999985795454,2279000,2070000.0,2329857.1428571427,288731.37952742394,-50857.14285714272,-0.1761399919198465,0.1009661835748304,0,0,0,0,0,0.2448124243549695,Other
2025-09-30,SHOP001,92,2283000,24815.217391304348,105,1.141304347826087,2,Tuesday,1,0,9,99.0,2279000.0,97.71428571428572,12.092894411103524,-5.714285714285708,-0.472532468033994,-0.0707070699928578,2283000,2279000.0,2359428.571428572,267759.1312746441,-76428.57142857136,-0.2854377778432965,0.0017551557700738,0,0,0,0,0,0.472532468033994,Other
2025-01-05,SHOP002,49,1228000,25061.22448979592,58,1.183673469387755,1,Sunday,6,1,1,28.0,677000.0,35.0,13.892443989449804,14.0,1.0077419785093176,0.7499999732142867,1228000,677000.0,818666.6666666666,370408.33323959296,409333.3333333334,1.105086728887002,0.813884785818591,0,0,0,0,0,1.105086728887002,Other
2025-01-06,SHOP002,43,1033000,24023.25581395349,47,1.0930232558139534,2,Monday,0,0,1,49.0,1228000.0,38.5,13.32916601542147,4.5,0.3376054928859116,-0.122448977092878,1033000,1228000.0,921000.0,365180.3207549206,112000.0,0.3066977973187624,-0.1587947882734863,0,0,0,0,0,0.3376054928859116,Other
2025-01-07,SHOP002,40,950000,23750.0,46,1.15,2,Tuesday,1,0,1,43.0,1033000.0,39.4,11.717508267545622,0.6000000000000014,0.0512054214168058,-0.0697674402379665,950000,1033000.0,943400.0,320197.28293662955,6600.0,0.0206122923325542,-0.0803484995158951,0,0,0,0,0,0.0512054214168058,Other
2025-01-08,SHOP002,30,775000,25833.33333333333,35,1.1666666666666667,0,Wednesday,2,0,1,40.0,950000.0,39.5,10.4833200847823,-9.5,-0.9062013767555304,-0.2499999937500001,775000,950000.0,944500.0,286405.8309462292,-169500.0,-0.5918175598569804,-0.1842105263155955,0,0,0,0,0,0.9062013767555304,Other
2025-01-09,SHOP002,31,829000,26741.93548387097,36,1.1612903225806452,0,Thursday,3,0,1,30.0,775000.0,38.142857142857146,10.221359521912458,-7.142857142857146,-0.6988166719630283,0.0333333322222222,829000,775000.0,920285.7142857144,269186.25168317585,-91285.71428571432,-0.3391172978359079,0.0696774193547488,0,0,0,0,0,0.6988166719630283,Other
2025-01-10,SHOP002,36,855000,23750.0,37,1.0277777777777777,0,Friday,4,0,1,31.0,829000.0,35.285714285714285,8.712333895390024,0.7142857142857153,0.0819855667696689,0.1612903173777317,855000,829000.0,861714.2857142857,230038.92010245737,-6714.285714285681,-0.0291876075199188,0.0313630880578632,0,0,0,0,0,0.0819855667696689,Other
2025-01-11,SHOP002,36,796000,22111.11111111111,42,1.1666666666666667,2,Saturday,5,1,1,36.0,855000.0,36.71428571428572,7.696628822938993,-0.7142857142857153,-0.0928049978650216,0.0,796000,855000.0,906714.2857142856,182518.23131376423,-110714.28571428568,-0.6065930231558725,-0.0690058479531356,0,0,0,0,0,0.6065930231558725,Other
2025-01-12,SHOP002,33,757000,22939.39393939394,38,1.1515151515151516,2,Sunday,6,1,1,36.0,796000.0,37.85714285714285,6.718843437888486,-4.857142857142854,-0.7229134268614344,-0.0833333310185185,757000,796000.0,923714.2857142856,161937.96578290325,-166714.28571428568,-1.0294947507044527,-0.0489949748743103,0,0,0,0,0,1.0294947507044527,Other
